Date,Home Team,Home Points,Away Team,Away Points
2024-11-13,Jacksonville St.,72,Georgia St.,67
2024-11-13,Northeastern,78,Harvard,56
2024-11-13,Longwood,76,Milwaukee,62
2024-11-13,FGCU,65,St. Bonaventure,74
2024-11-13,Dayton,77,Ball St.,69
2024-11-13,Kennesaw St.,94,Bryan,59
2024-11-13,Presbyterian,71,Wofford,68
2024-11-13,Bucknell,89,Mount St. Mary's,93
2024-11-13,UConn,90,Le Moyne,49
2024-11-13,George Mason,69,Central Mich.,70
2024-11-13,Howard,88,Tennessee St.,84
2024-11-13,Campbell,83,Newberry,40
2024-11-13,Toledo,86,Wright St.,77
2024-11-13,Charlotte,65,Richmond,48
2024-11-13,Western Caro.,99,Truett-McConnell,64
2024-11-13,Wake Forest,85,USC Upstate,80
2024-11-13,Yale,100,Emerson,46
2024-11-13,ETSU,82,Tusculum,54
2024-11-13,Mercer,101,Trinity Baptist,43
2024-11-13,NC State,82,Coastal Carolina,70
2024-11-13,VCU,63,Merrimack,42
2024-11-13,Middle Tenn.,80,Evansville,63
2024-11-13,Southeast Mo. St.,93,Crowley's Ridge,38
2024-11-13,East Texas A&M,70,Southern U.,68
2024-11-13,Central Ark.,108,Randall,49
2024-11-13,Tulsa,85,Oral Roberts,76
2024-11-13,Vanderbilt,85,California,69
2024-11-13,Hofstra,49,Seton Hall,48
2024-11-13,Western Ill.,73,Green Bay,87
2024-11-13,Minnesota,51,North Texas,54
2024-11-13,Houston,91,Louisiana,45
2024-11-13,Auburn,79,Kent St.,56
2024-11-13,Arkansas,65,Troy,49
2024-11-13,Alabama A&M,103,Fisk,69
2024-11-13,Nebraska,86,FDU,60
2024-11-13,Texas Tech,96,Wyoming,49
2024-11-13,Colorado,83,Cal St. Fullerton,53
2024-11-13,Utah Tech,90,Bethesda (CA),59
2024-11-13,BYU,99,Queens (NC),55
2024-11-13,Creighton,78,Houston Christian,43
2024-11-13,Illinois,66,Oakland,54
2024-11-13,Utah St.,117,Westminster (UT),53
2024-11-13,San Francisco,84,Long Beach St.,54
2024-11-13,Santa Clara,80,North Dakota St.,88
2024-11-13,CSUN,98,Nobel,50
2024-11-13,Nevada,88,Weber St.,58
2024-11-13,UC Santa Barbara,91,Fresno St.,86
2024-11-13,Washington,77,Seattle Pacific,62
2024-11-13,Southern California,98,UT Arlington,95
2024-11-14,North Dakota,77,Utah Valley,71
2024-11-14,New Orleans,82,Lindenwood,74
2024-11-14,IU Indy,71,Eastern Mich.,74
2024-11-14,UMBC,92,Coppin St.,67
2024-11-14,Robert Morris,63,Stonehill,51
2024-11-14,Buffalo,64,Bryant,87
2024-11-14,South Dakota,92,Dakota Wesleyan,69
2024-11-14,Jacksonville,71,South Carolina St.,62
2024-11-14,Northern Ky.,59,Nicholls,61
2024-11-14,The Citadel,79,North Greenville,54
2024-11-14,FIU,110,Fla. National,55
2024-11-14,Wichita St.,79,UNI,73
2024-11-14,ULM,110,Ecclesia,48
2024-11-14,Missouri,111,Mississippi Val.,39
2024-11-14,Chattanooga,76,Morehead St.,62
2024-11-14,Oklahoma St.,85,Southern Ill.,78
2024-11-14,Tarleton St.,88,Tabor,57
2024-11-14,Arizona St.,87,Grand Canyon,76
2024-11-14,Denver,86,Colo. Christian,63
2024-11-14,South Dakota St.,69,Northern Colo.,78
2024-11-14,Kansas St.,65,LSU,76
2024-11-14,New Mexico St.,83,A&M-Corpus Christi,82
2024-11-14,UNLV,80,Omaha,69
2024-11-14,Pacific,57,Northern Ariz.,60
2024-11-14,Cal Poly,75,Seattle U,71
2024-11-14,UC Riverside,79,La Sierra,51
2024-11-15,Charleston So.,76,UTRGV,86
2024-11-15,VMI,71,Tennessee Tech,72
2024-11-15,Stonehill,80,New Orleans,54
2024-11-15,Sacred Heart,75,Holy Cross,82
2024-11-15,Villanova,60,Virginia,70
2024-11-15,Western Mich.,60,SIUE,79
2024-11-15,Winthrop,86,William & Mary,85
2024-11-15,Florida St.,74,Florida,87
2024-11-15,Michigan,76,TCU,64
2024-11-15,Rutgers,98,Monmouth,81
2024-11-15,Robert Morris,67,Lindenwood,53
2024-11-15,Marist,91,Army West Point,88
2024-11-15,Air Force,71,Belmont,79
2024-11-15,Iona,62,Vermont,59
2024-11-15,Princeton,68,Loyola Chicago,73
2024-11-15,Gardner-Webb,80,Elon,79
2024-11-15,Purdue,87,Alabama,78
2024-11-15,Brown,76,New Hampshire,58
2024-11-15,Furman,75,Tulane,67
2024-11-15,Boston College,72,Temple,69
2024-11-15,Cincinnati,86,Nicholls,49
2024-11-15,Fairfield,93,John Jay,44
2024-11-15,Old Dominion,73,UMES,71
2024-11-15,Butler,81,SMU,70
2024-11-15,Manhattan,78,Fordham,76
2024-11-15,Col. of Charleston,119,Fla. Atlantic,116
2024-11-15,USC Upstate,85,UNCW,89
2024-11-15,South Fla.,74,West Ga.,55
2024-11-15,Quinnipiac,58,Maine,55
2024-11-15,High Point,68,UAB,65
2024-11-15,Ga. Southern,80,N.C. Central,75
2024-11-15,Penn St.,86,Virginia Tech,64
2024-11-15,Memphis,94,Ohio,70
2024-11-15,North Carolina,107,American,55
2024-11-15,Georgia Tech,69,Georgia,77
2024-11-15,Pittsburgh,86,West Virginia,62
2024-11-15,St. Thomas (MN),102,St. Norbert,54
2024-11-15,Maryland,74,Marquette,78
2024-11-15,Penn,69,Saint Joseph's,86
2024-11-15,Northwestern,67,Eastern Ill.,58
2024-11-15,UT Arlington,95,Texas Col.,69
2024-11-15,Iowa,76,Washington St.,66
2024-11-15,North Ala.,96,Samford,97
2024-11-15,Wisconsin,103,Arizona,88
2024-11-15,Gonzaga,113,UMass Lowell,54
2024-11-15,DePaul,84,Duquesne,58
2024-11-15,Texas A&M,78,Ohio St.,64
2024-11-15,California Baptist,90,LIU,77
2024-11-15,Oregon St.,70,Cal St. Fullerton,51
2024-11-15,UCLA,85,Lehigh,45
2024-11-16,Morgan St.,81,NJIT,69
2024-11-16,Kennesaw St.,85,Presbyterian,67
2024-11-16,Columbia,77,Mercyhurst,63
2024-11-16,Duke,86,Wofford,35
2024-11-16,Bucknell,80,Richmond,76
2024-11-16,Xavier,75,Wake Forest,60
2024-11-16,Cornell,81,Lafayette,71
2024-11-16,Seton Hall,54,Wagner,28
2024-11-16,VMI,80,Charleston So.,69
2024-11-16,Longwood,64,UT Martin,62
2024-11-16,Boston U.,78,Dartmouth,50
2024-11-16,Syracuse,104,Youngstown St.,95
2024-11-16,Georgetown,63,Notre Dame,84
2024-11-16,UIC,117,Saint Mary's (MN),59
2024-11-16,UNC Greensboro,99,N.C. Wesleyan,54
2024-11-16,Evansville,81,Radford,92
2024-11-16,Ball St.,84,Indiana St.,94
2024-11-16,Bethune-Cookman,75,South Carolina St.,62
2024-11-16,Western Ill.,63,Central Ark.,61
2024-11-16,Drexel,68,La Salle,71
2024-11-16,Missouri St.,111,Tulsa,106
2024-11-16,Oklahoma,85,Stetson,64
2024-11-16,Binghamton,77,Misericordia,48
2024-11-16,UMBC,61,Saint Peter's,69
2024-11-16,Tennessee Tech,58,UTRGV,83
2024-11-16,BYU,95,Idaho,71
2024-11-16,Indiana,87,South Carolina,71
2024-11-16,Rice,77,Northwestern St.,75
2024-11-16,Cleveland St.,71,Eastern Mich.,63
2024-11-16,Arkansas St.,59,SFA,49
2024-11-16,Canisius,58,SIUE,76
2024-11-16,Vanderbilt,94,Jackson St.,81
2024-11-16,San Diego,66,Idaho St.,78
2024-11-16,Abilene Christian,72,Texas St.,60
2024-11-16,UTSA,64,Little Rock,81
2024-11-16,Minnesota,59,Yale,56
2024-11-16,Ole Miss,84,Colorado St.,69
2024-11-16,Middle Tenn.,67,Murray St.,88
2024-11-16,East Carolina,78,George Mason,77
2024-11-16,Delaware St.,93,Cheyney,51
2024-11-16,Detroit Mercy,67,Toledo,82
2024-11-16,UIW,92,Ark.-Pine Bluff,64
2024-11-16,South Alabama,75,Mercer,66
2024-11-16,St. Bonaventure,71,Le Moyne,52
2024-11-16,Houston Christian,84,Rockford,64
2024-11-16,Sacred Heart,80,New Hampshire,63
2024-11-16,Davidson,76,ETSU,70
2024-11-16,Texas,89,Mississippi Val.,43
2024-11-16,Winthrop,87,Ga. Southern,89
2024-11-16,Long Beach St.,61,Portland,63
2024-11-16,Providence,79,Green Bay,65
2024-11-16,Northeastern,80,Central Conn. St.,62
2024-11-16,Kansas,78,Oakland,57
2024-11-16,Michigan St.,86,Bowling Green,72
2024-11-16,Fla. Atlantic,77,Liberty,74
2024-11-16,Stony Brook,93,St. Joseph's (L.I.),45
2024-11-16,UAlbany,70,Siena,60
2024-11-16,Brown,65,Holy Cross,73
2024-11-16,VCU,83,Loyola Maryland,57
2024-11-16,Massachusetts,71,Hofstra,75
2024-11-16,Purdue Fort Wayne,93,Southern Ind.,74
2024-11-16,Creighton,79,Kansas City,56
2024-11-16,Dayton,76,Capital,55
2024-11-16,Mount St. Mary's,66,Saint Francis,58
2024-11-16,Marshall,83,Bellarmine,62
2024-11-16,Wright St.,92,Central St. (OH),56
2024-11-16,William & Mary,76,N.C. Central,78
2024-11-16,Oral Roberts,87,Haskell,52
2024-11-16,Sacramento St.,69,CSUN,79
2024-11-16,Hampton,58,Norfolk St.,67
2024-11-16,Bradley,76,NIU,60
2024-11-16,Towson,67,James Madison,63
2024-11-16,Tennessee St.,81,Alabama A&M,71
2024-11-16,Drake,63,FGCU,61
2024-11-16,Saint Louis,77,LMU (CA),71
2024-11-16,Southern Utah,79,Omaha,73
2024-11-16,Wyoming,86,Utah Tech,69
2024-11-16,CSU Bakersfield,74,Fresno St.,56
2024-11-16,UC Irvine,80,Pepperdine,62
2024-11-16,Nevada,85,Santa Clara,59
2024-11-16,UC San Diego,71,Seattle U,84
2024-11-16,San Francisco,82,Chicago St.,37
2024-11-17,William & Mary,102,Ga. Southern,87
2024-11-17,St. John's (NY),85,New Mexico,71
2024-11-17,Western Mich.,92,Canisius,69
2024-11-17,Navy,66,Campbell,86
2024-11-17,Lindenwood,75,Stonehill,74
2024-11-17,Merrimack,57,Princeton,68
2024-11-17,Saint Mary's (CA),77,Nebraska,74
2024-11-17,Boise St.,84,Clemson,71
2024-11-17,Colorado,88,Harvard,66
2024-11-17,Miami (FL),93,Coppin St.,63
2024-11-17,Coastal Carolina,53,Jacksonville St.,71
2024-11-17,FDU,85,Manhattan,82
2024-11-17,The Citadel,73,N.C. A&T,82
2024-11-17,Winthrop,77,N.C. Central,75
2024-11-17,Tennessee,103,Austin Peay,68
2024-11-17,Southeast Mo. St.,82,Chattanooga,87
2024-11-17,Western Ky.,66,Lipscomb,61
2024-11-17,Samford,97,Texas Southern,82
2024-11-17,Holy Cross,74,New Hampshire,72
2024-11-17,Col. of Charleston,47,Liberty,68
2024-11-17,Mississippi St.,78,Utah,73
2024-11-17,Denver,79,Montana St.,78
2024-11-17,Robert Morris,73,New Orleans,62
2024-11-17,Southern U.,131,Ecclesia,42
2024-11-17,Stanford,79,UC Davis,65
2024-11-17,Oregon,82,Troy,61
2024-11-17,Lamar University,72,Sam Houston,85
2024-11-17,San Jose St.,59,UC Santa Barbara,64
2024-11-17,Illinois St.,107,Trinity Christian,52
2024-11-17,Brown,89,Sacred Heart,70
2024-11-17,Eastern Wash.,78,Cal Poly,82
2024-11-17,Arizona St.,81,St. Thomas (MN),66
2024-11-17,Baylor,104,Tarleton St.,41
2024-11-17,Southern California,66,California,71
2024-11-17,Hawaii,73,Weber St.,68
2024-11-17,Washington,74,UMass Lowell,69
2024-11-18,Michigan,94,Miami (OH),67
2024-11-18,Delaware,84,Bryant,85
2024-11-18,George Washington,84,NJIT,64
2024-11-18,North Florida,75,UNC Asheville,89
2024-11-18,Georgia St.,106,Toccoa Falls,66
2024-11-18,NC State,72,Colgate,49
2024-11-18,Radford,96,Southern Va.,50
2024-11-18,Pittsburgh,93,VMI,48
2024-11-18,High Point,80,American,73
2024-11-18,FIU,70,Howard,75
2024-11-18,Alabama St.,115,Virginia-Lynchburg,64
2024-11-18,McNeese,68,North Texas,61
2024-11-18,UMES,113,Gallaudet,58
2024-11-18,Wichita St.,70,Monmouth,66
2024-11-18,ULM,67,Southeastern La.,70
2024-11-18,UAB,109,AUM,64
2024-11-18,Louisiana Tech,105,Mississippi Col.,67
2024-11-18,Iowa St.,87,IU Indy,52
2024-11-18,Kansas City,119,Calvary,19
2024-11-18,South Alabama,95,Spring Hill,61
2024-11-18,Wisconsin,87,UTRGV,84
2024-11-18,South Dakota St.,89,Mt. Marty,41
2024-11-18,Southern Ill.,69,North Dakota St.,44
2024-11-18,Arkansas,91,Pacific,72
2024-11-18,SMU,110,Prairie View,69
2024-11-18,Texas Tech,98,Ark.-Pine Bluff,64
2024-11-18,Utah St.,95,Montana,83
2024-11-18,Auburn,102,North Ala.,69
2024-11-18,Washington St.,83,Northern Colo.,69
2024-11-18,Cal St. Fullerton,62,Idaho St.,61
2024-11-18,San Diego St.,67,Gonzaga,80
2024-11-19,Northern Ariz.,82,Embry-Riddle (AZ),47
2024-11-19,Navy,63,Quinnipiac,74
2024-11-19,Boston College,82,Loyola Maryland,61
2024-11-19,Binghamton,60,Longwood,66
2024-11-19,App State,65,Queens (NC),53
2024-11-19,Louisville,100,Bellarmine,68
2024-11-19,Florida St.,79,Hofstra,61
2024-11-19,Maryland,108,Canisius,37
2024-11-19,Green Bay,82,SIUE,57
2024-11-19,Duquesne,74,Milwaukee,80
2024-11-19,Marist,75,Dartmouth,62
2024-11-19,Villanova,93,Penn,49
2024-11-19,Wake Forest,82,Western Caro.,69
2024-11-19,Florida,84,Florida A&M,60
2024-11-19,Boston U.,58,Wagner,60
2024-11-19,Charlotte,60,Gardner-Webb,54
2024-11-19,Bowling Green,76,Niagara,68
2024-11-19,Notre Dame,75,North Dakota,58
2024-11-19,UCF,80,Tennessee Tech,69
2024-11-19,Mercyhurst,98,Mount Aloysius,45
2024-11-19,Minnesota,58,Cleveland St.,47
2024-11-19,UMBC,68,Hampton,78
2024-11-19,Old Dominion,71,Randolph-Macon,55
2024-11-19,Northern Ky.,60,Cincinnati,76
2024-11-19,USC Upstate,95,Southern Wesleyan,63
2024-11-19,West Ga.,65,Troy,84
2024-11-19,Providence,78,Delaware St.,48
2024-11-19,Tennessee St.,110,East-West U.,33
2024-11-19,Chicago St.,66,Eastern Ky.,86
2024-11-19,Vermont,78,Buffalo,67
2024-11-19,Fairfield,61,Drexel,67
2024-11-19,Ohio St.,80,Evansville,30
2024-11-19,Fordham,101,Georgian Court,61
2024-11-19,UConn,81,East Texas A&M,46
2024-11-19,Kentucky,97,Lipscomb,68
2024-11-19,Georgia,93,Alabama A&M,45
2024-11-19,Belmont,90,Oral Roberts,80
2024-11-19,Tulane,72,Bethune-Cookman,57
2024-11-19,UNI,82,Western Ill.,56
2024-11-19,Iowa,83,Rider,58
2024-11-19,TCU,71,Alcorn,48
2024-11-19,Kansas,84,UNCW,66
2024-11-19,Michigan St.,83,Samford,75
2024-11-19,Missouri St.,78,UT Arlington,68
2024-11-19,Kansas St.,74,Mississippi Val.,56
2024-11-19,LSU,77,Charleston So.,68
2024-11-19,Louisiana,61,Rice,83
2024-11-19,Loyola Chicago,76,Southern Utah,72
2024-11-19,DePaul,78,Eastern Ill.,69
2024-11-19,Idaho,101,Evergreen St.,58
2024-11-19,Northwestern,72,Montana St.,69
2024-11-19,Marquette,76,Purdue,58
2024-11-19,Santa Clara,96,UC Riverside,54
2024-11-20,UMass Lowell,121,Fisher,66
2024-11-20,Holy Cross,88,Mitchell,49
2024-11-20,The Citadel,61,Col. of Charleston,76
2024-11-20,Xavier,80,Siena,55
2024-11-20,Stony Brook,64,Yale,86
2024-11-20,Dayton,74,New Mexico St.,53
2024-11-20,Virginia Tech,64,Jacksonville,74
2024-11-20,George Mason,93,Coppin St.,55
2024-11-20,Ball St.,59,Detroit Mercy,70
2024-11-20,LIU,72,Columbia,80
2024-11-20,NIU,48,Elon,75
2024-11-20,West Virginia,86,Iona,43
2024-11-20,Morehead St.,63,Austin Peay,58
2024-11-20,Western Mich.,76,South Dakota,80
2024-11-20,Kennesaw St.,84,Abilene Christian,78
2024-11-20,Penn St.,102,Purdue Fort Wayne,89
2024-11-20,Richmond,70,Maine,66
2024-11-20,Furman,124,Oglethorpe,48
2024-11-20,N.C. A&T,86,Morgan St.,83
2024-11-20,Saint Peter's,116,Saint Elizabeth,51
2024-11-20,Rhode Island,86,Lafayette,72
2024-11-20,Lehigh,100,Valley Forge,53
2024-11-20,Central Mich.,86,Central St. (OH),52
2024-11-20,New Hampshire,78,Endicott,64
2024-11-20,St. Bonaventure,76,Mansfield,54
2024-11-20,Saint Francis,96,Penn St.-Schuylkill,57
2024-11-20,Army West Point,84,FDU,70
2024-11-20,Nicholls,64,Towson,70
2024-11-20,South Dakota St.,101,Southern Miss.,76
2024-11-20,Rutgers,74,Merrimack,63
2024-11-20,Tulsa,57,Little Rock,71
2024-11-20,Texas A&M,71,Southern U.,54
2024-11-20,Murray St.,79,UMES,61
2024-11-20,Western Ky.,79,Jackson St.,62
2024-11-20,Georgetown,79,Mount St. Mary's,51
2024-11-20,Alabama,100,Illinois,87
2024-11-20,Grand Canyon,68,UC Davis,75
2024-11-20,Gonzaga,84,Long Beach St.,41
2024-11-20,Arizona St.,93,Cal Poly,89
2024-11-20,Stanford,70,Norfolk St.,63
2024-11-20,Southern California,82,San Jose St.,68
2024-11-20,UC Santa Barbara,76,UTEP,79
2024-11-20,UNLV,80,Pepperdine,59
2024-11-20,Saint Mary's (CA),78,Stanislaus St.,38
2024-11-20,Fresno St.,94,Prairie View,83
2024-11-20,California Baptist,68,Northern Colo.,79
2024-11-20,UCLA,84,Idaho St.,70
2024-11-21,UIC,81,James Madison,99
2024-11-21,Middle Tenn.,83,Ohio,81
2024-11-21,Drake,80,Miami (FL),69
2024-11-21,UC San Diego,72,La Salle,67
2024-11-21,Portland,68,South Fla.,74
2024-11-21,Fla. Atlantic,86,Oklahoma St.,78
2024-11-21,Jacksonville St.,86,East Carolina,78
2024-11-21,VCU,66,Seton Hall,69
2024-11-21,Monmouth,62,Youngstown St.,72
2024-11-21,Texas St.,68,Bradley,82
2024-11-21,Stetson,78,Toledo,103
2024-11-21,Cornell,76,Robert Morris,86
2024-11-21,Indiana,69,UNC Greensboro,58
2024-11-21,Kent St.,76,Niagara,73
2024-11-21,North Florida,108,Edward Waters,59
2024-11-21,St. John's (NY),98,Baylor,99
2024-11-21,South Carolina,84,Mercer,72
2024-11-21,Clemson,79,Radford,51
2024-11-21,Stonehill,67,Bryant,66
2024-11-21,Oakland,64,Eastern Mich.,68
2024-11-21,Bucknell,81,NJIT,64
2024-11-21,Texas,70,Syracuse,66
2024-11-21,Chattanooga,72,Johnson (TN),52
2024-11-21,Nevada,71,Vanderbilt,73
2024-11-21,Sam Houston,105,Trinity (TX),78
2024-11-21,Central Ark.,73,Southeast Mo. St.,77
2024-11-21,SFA,55,Presbyterian,58
2024-11-21,Ole Miss,100,Oral Roberts,68
2024-11-21,Sacred Heart,67,Central Conn. St.,54
2024-11-21,Western Ill.,73,Monmouth (IL),46
2024-11-21,Valparaiso,77,Lindenwood,64
2024-11-21,A&M-Corpus Christi,81,UT Martin,77
2024-11-21,North Dakota St.,67,Minn.-Crookston,60
2024-11-21,Oklahoma,84,East Texas A&M,56
2024-11-21,North Texas,73,Texas Wesleyan,66
2024-11-21,Wright St.,80,Princeton,62
2024-11-21,Michigan,72,Tarleton St.,49
2024-11-21,New Mexico,80,Grambling,58
2024-11-21,Saint Joseph's,78,Texas Tech,77
2024-11-21,Tennessee,64,Virginia,42
2024-11-21,Washington St.,96,Eastern Wash.,81
2024-11-21,California,78,Air Force,69
2024-11-21,Oregon St.,75,Oregon,78
2024-11-21,San Francisco,64,Memphis,68
2024-11-22,FDU,107,VTSU Randolph,58
2024-11-22,UIC,96,La Salle,83
2024-11-22,FGCU,74,CSU Bakersfield,54
2024-11-22,Portland,73,Ohio,85
2024-11-22,Fla. Atlantic,63,Drake,75
2024-11-22,UAB,81,Longwood,89
2024-11-22,FIU,58,Northeastern,60
2024-11-22,UAlbany,93,P.R.-Mayaguez,50
2024-11-22,Stetson,64,East Carolina,71
2024-11-22,Oklahoma St.,80,Miami (FL),74
2024-11-22,South Fla.,88,Middle Tenn.,95
2024-11-22,Pittsburgh,74,LSU,63
2024-11-22,McNeese,76,Illinois St.,68
2024-11-22,Youngstown St.,42,Presbyterian,67
2024-11-22,UC San Diego,73,James Madison,67
2024-11-22,American,64,Kansas City,60
2024-11-22,Wofford,81,St. Thomas (MN),73
2024-11-22,Wisconsin,86,UCF,70
2024-11-22,Coastal Carolina,71,IU Indy,57
2024-11-22,Wright St.,74,Bradley,77
2024-11-22,Florida A&M,110,Trinity Baptist,68
2024-11-22,Vanderbilt,76,Seton Hall,60
2024-11-22,Florida St.,78,Temple,69
2024-11-22,Liberty,89,Louisiana,69
2024-11-22,Utah,84,Utah Tech,53
2024-11-22,Jacksonville St.,80,Toledo,82
2024-11-22,Le Moyne,65,UT Martin,53
2024-11-22,Ohio St.,104,Campbell,60
2024-11-22,SFA,72,Monmouth,67
2024-11-22,Akron,79,Lamar University,72
2024-11-22,Kentucky,108,Jackson St.,59
2024-11-22,Fordham,71,Drexel,73
2024-11-22,NC State,84,William & Mary,61
2024-11-22,Buffalo,82,Morgan St.,73
2024-11-22,Florida,93,Southern Ill.,68
2024-11-22,Harvard,78,Colgate,67
2024-11-22,Louisville,76,Winthrop,61
2024-11-22,Indiana St.,97,Chicago St.,61
2024-11-22,St. John's (NY),80,Virginia,55
2024-11-22,Texas Tech,79,Syracuse,74
2024-11-22,ETSU,87,USC Upstate,76
2024-11-22,Butler,78,Merrimack,39
2024-11-22,Davidson,93,VMI,66
2024-11-22,Georgia St.,93,N.C. Central,79
2024-11-22,Manhattan,80,Army West Point,79
2024-11-22,Southeast Mo. St.,64,UNC Asheville,72
2024-11-22,Nevada,64,VCU,61
2024-11-22,Princeton,80,Texas St.,83
2024-11-22,Tulane,87,New Orleans,93
2024-11-22,Missouri,91,Pacific,56
2024-11-22,Northwestern St.,63,ULM,65
2024-11-22,Notre Dame,77,Elon,84
2024-11-22,Iowa,69,Utah St.,77
2024-11-22,Houston,80,Hofstra,44
2024-11-22,Kansas St.,83,George Washington,71
2024-11-22,Evansville,98,Green Bay,81
2024-11-22,Milwaukee,91,Portland St.,74
2024-11-22,Southern Ind.,92,South Dakota,83
2024-11-22,Arkansas St.,103,Lane,60
2024-11-22,Houston Christian,58,Rice,61
2024-11-22,Alabama A&M,70,South Carolina St.,82
2024-11-22,Creighton,63,Nebraska,74
2024-11-22,Northwestern,68,Pepperdine,50
2024-11-22,Northern Ariz.,75,UIW,74
2024-11-22,Murray St.,75,Utah Valley,77
2024-11-22,SMU,79,Mississippi St.,84
2024-11-22,Wyoming,64,Southeastern La.,61
2024-11-22,Alabama St.,85,Omaha,67
2024-11-22,Arkansas,79,Little Rock,67
2024-11-22,Grand Canyon,91,Norfolk St.,73
2024-11-22,Saint Joseph's,58,Texas,67
2024-11-22,Colorado St.,75,UC Riverside,77
2024-11-22,Weber St.,87,UC Irvine,93
2024-11-22,Baylor,62,Tennessee,77
2024-11-22,LMU (CA),73,North Dakota,77
2024-11-22,UCLA,80,Cal St. Fullerton,47
2024-11-22,San Diego,67,Southern Utah,72
2024-11-22,Seattle U,80,Northwest (WA),52
2024-11-22,Washington,77,Alcorn,60
2024-11-22,Saint Louis,63,Wichita St.,88
2024-11-22,Arizona,55,Duke,69
2024-11-23,Hawaii,69,North Carolina,87
2024-11-23,Marquette,80,Georgia,69
2024-11-23,Stetson,77,La Salle,92
2024-11-23,CSU Bakersfield,73,FIU,76
2024-11-23,Ga. Southern,64,West Ga.,54
2024-11-23,UMBC,71,Boston U.,75
2024-11-23,Vermont,75,Delaware,71
2024-11-23,Georgetown,82,Saint Francis,65
2024-11-23,Monmouth,61,Presbyterian,71
2024-11-23,Purdue,80,Marshall,45
2024-11-23,Charlotte,76,LIU,79
2024-11-23,FGCU,55,Northeastern,59
2024-11-23,Canisius,76,Brown,83
2024-11-23,Kansas City,65,UAlbany,67
2024-11-23,Portland St.,65,St. Thomas (MN),91
2024-11-23,Northern Ky.,85,Kentucky St.,59
2024-11-23,UIC,55,East Carolina,72
2024-11-23,UMass Lowell,80,Quinnipiac,70
2024-11-23,IU Indy,62,South Carolina St.,72
2024-11-23,Georgia Tech,58,Cincinnati,81
2024-11-23,Marist,54,New Hampshire,49
2024-11-23,Charleston So.,46,Furman,67
2024-11-23,George Mason,100,Ferrum,55
2024-11-23,Yale,91,Fairfield,66
2024-11-23,Bellarmine,80,Bowling Green,68
2024-11-23,Illinois St.,84,UAB,83
2024-11-23,Jacksonville St.,65,James Madison,71
2024-11-23,Mount St. Mary's,76,Delaware St.,66
2024-11-23,Akron,92,Omaha,84
2024-11-23,Milwaukee,76,Wofford,74
2024-11-23,Wake Forest,67,Detroit Mercy,57
2024-11-23,Wagner,81,Springfield,46
2024-11-23,Illinois,87,UMES,40
2024-11-23,P.R.-Bayamon,56,American,73
2024-11-23,A&M-Corpus Christi,82,Le Moyne,61
2024-11-23,Long Beach St.,69,Fresno St.,72
2024-11-23,North Ala.,74,ULM,62
2024-11-23,Temple,87,Massachusetts,80
2024-11-23,DePaul,98,NIU,52
2024-11-23,Southern Utah,82,Idaho,67
2024-11-23,Alabama A&M,77,Coastal Carolina,70
2024-11-23,UC San Diego,80,Toledo,45
2024-11-23,George Washington,83,Louisiana,74
2024-11-23,Loyola Chicago,89,Tulsa,53
2024-11-23,Queens (NC),98,USC Upstate,74
2024-11-23,Alabama St.,77,Lamar University,75
2024-11-23,Bucknell,53,Rider,57
2024-11-23,Columbia,82,Stony Brook,63
2024-11-23,Cleveland St.,52,Kent St.,68
2024-11-23,SFA,64,Youngstown St.,57
2024-11-23,SIUE,83,St. Ambrose,49
2024-11-23,UNLV,72,New Mexico St.,65
2024-11-23,California Baptist,79,Eastern Wash.,68
2024-11-23,Saint Mary's (CA),80,Cal Poly,66
2024-11-23,Northern Colo.,114,Prairie View,98
2024-11-23,BYU,87,Mississippi Val.,43
2024-11-23,Santa Clara,69,Stanford,71
2024-11-24,Princeton,94,Portland,67
2024-11-24,Boise St.,83,Hampton,69
2024-11-24,Georgia,66,St. John's (NY),63
2024-11-24,UAlbany,77,American,81
2024-11-24,Howard,62,Boston U.,69
2024-11-24,Portland St.,79,Wofford,74
2024-11-24,Maine,80,Holy Cross,55
2024-11-24,Rhode Island,91,Col. of Charleston,53
2024-11-24,Lamar University,59,Omaha,65
2024-11-24,Northeastern,60,CSU Bakersfield,68
2024-11-24,VCU,77,Miami (FL),70
2024-11-24,App State,79,William & Mary,76
2024-11-24,Central Conn. St.,64,Binghamton,56
2024-11-24,Kennesaw St.,79,Rutgers,77
2024-11-24,Fairfield,67,Vermont,66
2024-11-24,Lafayette,91,Rosemont,45
2024-11-24,Maryland,76,Villanova,75
2024-11-24,Wright St.,72,South Fla.,73
2024-11-24,Duquesne,60,South Dakota St.,71
2024-11-24,Valparaiso,81,Eastern Ill.,53
2024-11-24,Central Ark.,92,UNC Asheville,83
